0.0011765	0.0000000	0.0311778	0
0.0011765	-0.0144118	0.0311778	0
0.0011765	0.0000000	0.0311778	0
0.0011765	-0.0069118	0.0311778	0
0.0011765	0.0000000	0.0311778	0
0.0011765	0.0000000	0.0311778	0
0.0011765	0.0000000	0.0311778	0
0.0310667	-0.3026746	0.0273936	0
0.6364159	0.3026746	0.0024176	1
0.0201473	-0.2851731	0.0102144	0
0.5904935	0.2851731	0.0024176	1
0.0384453	-0.1902757	0.0102144	0
0.0478523	-0.1808687	0.0273936	0
0.5998653	0.3711443	0.0024176	1
0.0378807	-0.1217580	0.0102144	0
0.0307998	-0.1288389	0.0273936	0
0.5668743	0.4072356	0.0024176	1
0.0230337	-0.1378889	0.0102144	0
0.0346476	-0.1262750	0.0273936	0
0.5830090	0.4220864	0.0024176	1
0.0309643	-0.1338124	0.0102144	0
0.0346459	-0.1301308	0.0273936	0
0.5904966	0.4257199	0.0024176	1
0.0402904	-0.0041147	0.0102144	0
0.0485198	0.0041147	0.0273936	0
0.0252599	-0.1957827	0.0102144	0
0.0459358	-0.1751068	0.0273936	0
0.5919322	0.3708895	0.0024176	1
0.0388855	-0.1360810	0.0102144	0
0.0481144	-0.1268521	0.0273936	0
0.6113661	0.4363996	0.0024176	1
0.0569250	-0.0078582	0.0102144	0
0.0726415	0.0078582	0.0273936	0
0.0394720	-0.2731748	0.0273936	0
0.5858216	0.2731748	0.0024176	1
0.0154264	-0.2035490	0.0102144	0
0.6400000	0.4210245	0.0024176	1
0.0520368	-0.0064767	0.0102144	0
0.0649903	0.0064767	0.0273936	0
0.0507923	0.0000000	0.0102144	0
0.0469183	0.0000000	0.0102144	0
0.0604574	0.0092004	0.0102144	0
0.0420565	-0.0092004	0.0273936	0
0.0164666	-0.2076795	0.0102144	0
0.0295934	-0.1945527	0.0273936	0
0.6263784	0.4022322	0.0024176	1
0.0512552	0.0000000	0.0102144	0
0.0067416	-0.0249498	0.0120378	0
0.0395771	0.0078857	0.0102144	0
0.0487554	0.0170640	0.0273936	0
0.0303162	-0.2577338	0.0102144	0
0.5457838	0.2577338	0.0024176	1
0.0299773	-0.2810586	0.0102144	0
0.5920946	0.2810586	0.0024176	1
0.0447205	0.0000000	0.0102144	0
0.6186566	0.0000000	0.0024176	1
0.6015381	0.0000000	0.0024176	1
0.6874345	0.3429672	0.0024176	1
0.6553043	0.3256521	0.0024176	1
0.5735152	0.0000000	0.0024176	1
0.0609217	-0.1251477	0.0092640	0
0.0328087	-0.1532606	0.0023154	0
0.4644777	0.2784083	0.0018131	1
0.0441132	-0.1270268	0.0221804	0
0.0467281	-0.1244119	0.0092640	0
0.4225788	0.2514387	0.0018131	1
0.0231726	-0.1233585	0.0221804	0
0.0314719	-0.1150592	0.0092640	0
0.0344102	-0.1121209	0.0023154	0
0.4970699	0.3505387	0.0018131	1
0.0315144	-0.0885691	0.0221804	0
0.0458501	-0.0742334	0.0092640	0
0.0233645	-0.0967190	0.0023154	0
0.4993885	0.3793050	0.0018131	1
0.0280585	-0.0662875	0.0221804	0
0.0349589	-0.0593872	0.0092640	0
0.0323969	-0.0619491	0.0023154	0
0.3760159	0.2816699	0.0018131	1
0.0520548	-0.0641813	0.0221804	0
0.0582508	-0.0579852	0.0092640	0
0.0249865	-0.0912495	0.0023154	0
0.4455881	0.3293521	0.0018131	1
0.0313482	-0.0043749	0.0221804	0
0.0400980	0.0043749	0.0023154	0
0.0393364	-0.1028358	0.0221804	0
0.0636426	-0.0785296	0.0092640	0
0.0065167	-0.1356556	0.0023154	0
0.4591932	0.3170210	0.0018131	1
0.0386009	-0.0630319	0.0221804	0
0.0317863	-0.0698465	0.0092640	0
0.0254567	-0.0761762	0.0023154	0
0.4121702	0.3105374	0.0018131	1
0.0556571	-0.0018105	0.0221804	0
0.0592781	0.0018105	0.0023154	0
0.0486778	-0.1134537	0.0092640	0
0.0351786	-0.1269530	0.0023154	0
0.4025382	0.2404067	0.0018131	1
0.0260105	-0.1149125	0.0221804	0
0.0590443	-0.0818787	0.0092640	0
0.4784872	0.3375642	0.0018131	1
0.0458929	0.0060021	0.0221804	0
0.0338887	-0.0060021	0.0023154	0
0.2779907	0.1376175	0.0473745	1
0.2000000	0.0596268	0.0063643	1
0.0400098	-0.1003634	0.0221807	0
0.0434923	-0.0968809	0.0092610	0
0.0061785	-0.0094410	0.0115191	0
0.0250605	0.0094410	0.0221804	0
0.0323797	-0.0039481	0.0221807	0
0.0462350	0.0099072	0.0092640	0
0.0303687	-0.0059591	0.0023154	0
0.2491736	0.0827319	0.0473745	1
0.0857143	-0.0807274	0.0063643	1
0.0220076	-0.1444341	0.0221807	0
0.0230596	-0.1433821	0.0023154	0
0.4522532	0.2858116	0.0018131	1
0.0061839	-0.0206244	0.0115191	0
0.0474326	0.0206244	0.0221804	0
0.0383648	0.0144717	0.0221804	0
0.0326403	0.0087472	0.0023154	0
0.2444862	0.0297538	0.0473745	1
0.3428571	0.1281247	0.0063643	1
0.0071696	-0.2075629	0.0221807	0
0.0486563	-0.1660761	0.0092610	0
0.4304930	0.2157606	0.0018131	1
0.0313494	-0.1240296	0.0221807	0
0.0592187	-0.0961603	0.0092640	0
0.3755689	0.2201899	0.0018131	1
0.0411811	0.0000000	0.0221804	0
0.3138000	0.1118035	0.0473745	1
0.0666667	-0.1353298	0.0063643	1
0.0213059	-0.1806906	0.0092654	0
0.4062135	0.2042170	0.0018131	1
0.2250000	-0.0332203	0.0063643	1
0.0498325	-0.2083878	0.0092610	0
0.4998284	0.2416081	0.0018131	1
0.7008140	0.3503320	0.0018131	1
0.0049383	0.0000000	0.0115191	0
0.3287179	0.1345206	0.0473745	1
0.2250000	0.0308027	0.0063643	1
0.0288740	-0.1653233	0.0092756	0
0.6552353	0.3274177	0.0018131	1
0.0012448	0.0000000	0.0115191	0
0.2118905	0.0557156	0.0473712	1
0.2250000	0.0688250	0.0063643	1
0.0316343	-0.1245406	0.0092654	0
0.2724179	0.0111445	0.0473712	1
0.0487567	-0.2125167	0.0092654	0
0.4626456	0.2013722	0.0018131	1
0.2991083	0.0775619	0.0473712	1
0.3333333	0.1117870	0.0063643	1
0.0321973	-0.1893490	0.0092654	0
0.2402098	0.1029918	0.0473712	1
0.1500000	0.0127820	0.0063643	1
0.0214441	-0.1157738	0.0092654	0
0.2083217	0.1068458	0.0473712	1
0.0666667	-0.0348092	0.0063643	1
0.0294393	-0.0720366	0.0092654	0
0.2330040	0.1010146	0.0473712	1
0.0309748	-0.1010146	0.0092654	0
0.2009409	0.0671371	0.0473712	1
0.0666667	-0.0671371	0.0063643	1
0.2836735	0.1086730	0.0471417	1
0.2000000	0.0249995	0.0063643	1
0.0413280	-0.1336725	0.0092654	0
0.2646277	0.0780148	0.0471417	1
0.2666667	0.0800538	0.0063643	1
0.0285443	-0.1580685	0.0092654	0
0.1333333	0.0558014	0.0063643	1
0.0217306	-0.0558014	0.0092654	0
0.2495229	-0.0419052	0.0471417	1
0.3333333	0.0419052	0.0063643	1
0.3000000	0.0000000	0.0063643	1
0.4160981	0.0205490	0.0471417	1
0.3750000	-0.0205490	0.0063643	1
0.0375572	-0.1099748	0.1014173	0
0.0252800	-0.1222520	0.0640231	0
0.3797588	0.2322268	0.0155719	1
0.0332801	-0.1374025	0.0117618	0
0.0375097	-0.1331728	0.1014202	0
0.4412579	0.2705753	0.0155719	1
0.0174064	-0.0885050	0.0117618	0
0.0477294	-0.0581819	0.1014173	0
0.0234063	-0.0825051	0.0640231	0
0.4170147	0.3111033	0.0155719	1
0.0240000	-0.0819113	0.0744825	0
0.0078883	-0.0852152	0.0118328	0
0.0452993	-0.0478042	0.1014173	0
0.0383247	-0.0547788	0.0640231	0
0.4209248	0.3278213	0.0155719	1
0.0461538	-0.0469496	0.0386289	0
0.0075427	-0.0836447	0.0118328	0
0.0429474	-0.0482400	0.1014173	0
0.0286847	-0.0625027	0.0640231	0
0.3767320	0.2855447	0.0155719	1
0.0229242	-0.0635216	0.0117618	0
0.0379679	-0.0484779	0.1014202	0
0.0197297	-0.0667161	0.0640231	0
0.4119362	0.3254904	0.0300701	1
0.0260870	-0.0603589	0.0746466	0
0.0132310	-0.0137940	0.0117618	0
0.0408190	0.0137940	0.0435783	0
0.0102164	-0.1315018	0.0118328	0
0.0576617	-0.0840565	0.1013564	0
0.0197420	-0.1219762	0.0640231	0
0.4792527	0.3375345	0.0155719	1
0.0190255	-0.0592471	0.0118328	0
0.0253358	-0.0529368	0.1014173	0
0.0297952	-0.0484774	0.0435783	0
0.3668927	0.2886201	0.0155719	1
0.0285714	-0.0497012	0.0176921	0
0.0201999	-0.0109242	0.0117618	0
0.0420482	0.0109242	0.0435783	0
0.0446193	-0.1621909	0.1014173	0
0.0218042	-0.1850061	0.0472422	0
0.5403550	0.3335448	0.0155718	1
0.0272727	-0.1795375	0.0176921	0
0.0118318	-0.0775504	0.0118328	0
0.0468086	-0.0425736	0.1014173	0
0.3596843	0.2703021	0.0155718	1
0.0285714	-0.0608108	0.0176921	0
0.0176961	0.0042124	0.0117618	0
